# Teff logg B vsini
6676 2.86 0.202 34.078
6359 4.442 0.79 41.982
4409 2.589 1.752 17.973
3119 4.917 0.743 56.157
5178 3.052 2.736 4.648
5471 3.89 0.549 21.35
3296 2.766 2.915 38.592
4240 4.728 0.971 8.039
6056 3.616 1.556 52.779
6969 5.198 2.519 43.906
4792 3.334 0.011 13.021
3739 4.161 2.003 30.579
5556 2.307 1.464 27.197
5734 4.259 2.881 54.342
3559 2.397 0.419 2.834
4974 5.108 1.616 41.031
6790 3.235 1.123 17.021
6238 4.817 0.163 24.933
4061 3.714 2.578 35.297
3475 3.792 1.335 11.606
5291 2.677 1.968 49.474
5124 5.015 1.129 31.8
3175 3.141 2.136 28.417
4354 4.353 0.332 45.989
6412 2.491 2.371 15.104
6621 4.073 1.786 6.224
4672 2.959 0.919 50.965
3852 4.536 2.677 20.398
5911 3.432 0.592 37.64
5876 4.89 2.803 27.957
3825 3.079 0.671 31.34
4645 4.428 1.724 15.503
6586 2.604 0.811 46.388
6377 3.952 0.271 50.511
4326 2.892 2.262 5.771
3147 4.613 1.255 38.047
5089 3.543 2.215 20.804
5263 4.146 1.437 2.38
3440 2.323 2.024 53.889
4026 5.172 0.078 17.428
6210 3.359 2.446 41.437
6763 4.708 1.53 34.838
4938 3.636 0.991 24.472
3523 3.857 2.983 49.872
5707 2.799 0.475 12.006
5528 3.765 1.894 38.192
3705 2.704 1.403 20.951
4758 4.803 2.598 53.239
6941 3.729 0.138 8.498
6030 5.077 1.05 12.615
4205 3.267 1.682 43.499
3261 4.238 0.441 27.65
5444 2.418 2.854 31.033
5142 4.521 0.611 46.984
3092 3.448 2.651 9.117
4382 4.047 0.846 34.531
6323 2.984 1.854 24.166
6642 4.333 2.391 17.573
4591 2.511 0.305 41.583
3879 4.982 2.064 5.108
5821 3.174 1.196 56.616
5798 4.5 0.03 29.503
3997 2.532 2.491 26.118
4535 4.962 1.483 44.546
6726 3.007 1.976 13.663
6299 4.682 2.938 7.397
4498 3.474 0.523 52.139
3038 4.021 1.578 22.428
5230 2.823 0.945 39.668
5435 5.243 1.77 55.516
3362 3.287 0.763 4.007
4167 4.218 2.754 43.059
6100 2.251 0.716 19.051
6935 3.926 1.303 22.634
4860 2.73 2.17 33.0
3664 4.776 0.225 10.165
5598 3.567 2.31 48.031
5669 4.875 0.891 19.328
3595 3.657 1.805 36.569
4930 3.837 0.563 6.872
6863 2.632 2.697 51.613
6170 4.307 2.112 45.34
4095 2.349 1.15 14.457
3432 5.146 2.346 32.871
5366 3.198 0.354 29.487
5033 4.118 2.549 10.96
3233 2.912 0.183 48.825
4304 4.593 1.94 26.002
6495 3.376 1.355 36.37
6532 5.051 0.395 39.959
4731 3.105 2.902 15.951
3800 4.401 1.099 54.991
5993 2.442 1.637 3.481
5994 4.121 0.055 22.374
3803 2.91 2.469 39.507
4734 4.585 1.415 7.343
6534 3.384 2.047 51.978
6493 5.061 2.959 44.922
4302 3.096 0.499 13.932
3230 4.398 1.506 29.879
5032 2.446 1.015 26.387
5364 4.865 1.702 10.541
3431 3.666 0.834 48.3
4094 3.84 2.78 23.01
6168 2.628 0.694 33.269
6866 4.305 1.231 43.006
4931 2.351 2.239 18.89
3596 5.154 0.247 55.462
5671 3.19 2.287 3.845
5599 5.246 0.87 32.603
3666 3.285 1.83 29.111
4862 4.21 0.635 45.072
6936 2.259 2.627 14.081
6099 3.936 2.086 7.033
4165 2.721 1.173 51.667
3359 4.773 2.414 19.489
5434 3.571 0.282 36.622
5227 4.49 2.622 55.152
3036 2.541 0.113 3.534
4496 4.965 1.918 40.12
6297 3.003 1.379 16.005
6729 4.68 0.464 25.734
4537 3.476 2.831 35.994
3999 4.029 1.072 10.691
5800 2.815 1.659 48.448
5822 4.513 2.731 37.671
3881 3.456 0.739 20.536
4593 4.049 1.747 50.135
6643 2.982 0.786 5.503
6321 4.329 0.201 15.557
4380 2.515 2.335 46.549
3089 4.992 1.28 28.011
5141 3.165 2.194 31.501
5442 3.768 1.46 49.926
3259 2.7 1.998 12.167
4203 4.794 0.007 34.892
6027 3.738 2.514 24.634
6944 5.085 1.554 17.052
4759 3.259 0.969 41.168
3706 4.236 2.914 2.004
5530 2.42 0.548 53.62
5709 4.138 1.964 27.489
3526 2.331 1.331 30.98
4940 5.174 2.573 12.454
6765 3.357 0.158 43.446
6208 4.704 1.121 53.508
4024 3.64 1.614 8.874
3437 3.867 0.418 38.461
5262 2.79 2.879 21.327
5087 4.893 0.587 5.377
3146 3.075 2.672 56.992
4325 4.419 0.915 17.842
6375 2.613 1.782 41.959
6588 3.96 2.369 34.37
4646 2.884 0.331 24.112
3827 4.611 2.134 46.823
5878 3.545 1.127 9.063
5913 5.005 2.219 56.532
3855 3.15 1.259 4.917
4674 4.356 2.267 42.358
6623 2.488 0.275 18.241
6410 4.071 0.813 23.658
4351 2.961 1.726 33.917
3172 4.544 0.672 9.47
5122 3.424 2.804 47.229
5289 4.262 0.479 30.526
3473 2.395 2.988 27.036
4060 5.1 0.995 43.853
6235 3.243 1.535 12.86
6792 4.826 2.447 8.415
4975 3.705 0.079 53.048
3560 3.789 2.026 21.725
5736 2.681 1.439 38.86
5557 3.88 2.859 11.767
3741 2.775 0.445 49.527
4795 4.731 1.686 25.094
6971 3.613 1.054 35.351
6055 5.196 0.139 40.762
4238 3.336 2.599 16.645
3294 4.169 1.404 54.073
5470 2.299 1.896 2.458
5176 4.637 1.2 20.13
3117 3.52 2.068 37.264
4408 3.975 0.309 5.956
6356 2.868 2.396 50.589
6679 4.451 1.856 46.15
4620 2.58 0.847 15.158
3908 4.914 2.652 31.961
5858 3.056 0.612 28.47
5772 4.378 0.947 3.075
3964 2.466 1.58 54.691
4502 5.028 0.525 16.404
6701 3.128 2.94 40.52
6270 4.569 1.98 35.54
4461 3.399 1.487 25.281
3001 4.095 2.496 48.855
5201 2.936 0.034 11.097
5398 5.122 2.312 28.658
3332 3.221 0.227 32.15
4138 4.284 2.172 14.487
6063 2.373 1.305 45.477
6902 3.814 0.72 51.207
4835 2.656 2.758 6.572
3639 4.851 0.767 37.022
5565 3.68 1.774 19.889
5635 4.753 0.355 47.9
3570 3.591 2.348 10.142
4904 3.903 1.151 33.73
6830 2.753 2.113 23.47
6133 4.194 2.701 18.484
4066 2.274 0.567 42.599
3403 5.22 1.81 4.298
5329 3.311 0.895 55.915
5004 3.997 1.638 39.102
3195 2.846 1.1 21.968
4267 4.659 2.904 52.43
6465 3.498 0.396 7.796
6507 4.939 1.359 13.532
4698 3.03 1.944 44.523
3767 4.476 0.187 26.847
5967 2.555 2.553 30.339
5937 4.792 1.39 22.814
3762 3.74 1.883 33.072
4708 3.755 0.125 10.361
6524 2.713 2.587 48.121
6441 4.226 1.671 55.708
4264 2.43 1.037 4.093
3209 5.063 2.843 43.243
5026 3.281 0.428 19.125
5327 4.036 2.662 7.577
3378 2.995 0.623 52.21
4088 4.512 1.865 22.624
6146 3.458 0.858 39.758
6825 4.97 0.317 29.695
4875 3.186 2.402 26.205
3587 4.319 1.208 44.73
5646 2.525 2.075 13.738
5590 4.417 0.658 39.87
3641 2.615 2.792 15.754
4821 4.88 0.799 54.918
6880 3.088 1.713 3.302
6093 4.601 2.251 10.883
4143 3.555 0.258 48.642
3322 3.938 2.204 25.917
5381 2.906 1.242 36.176
5206 5.161 2.035 45.252
3030 3.37 1.45 14.26
4444 4.137 2.457 32.798
6259 2.333 0.09 29.308
6703 3.845 1.003 19.251
4527 2.812 1.541 36.387
3942 4.693 0.487 6.787
5759 3.65 2.994 51.419
5859 3.824 1.816 34.7
3934 2.644 0.903 24.44
4599 4.861 2.708 49.742
6665 3.671 0.575 11.985
6362 5.135 1.162 2.253
4436 3.209 2.123 53.871
3099 4.297 0.366 17.286
5166 2.359 2.357 41.401
5499 4.58 0.17 50.373
3300 3.389 2.538 5.739
4229 4.105 1.342 37.917
6037 2.926 1.929 20.783
6997 4.39 2.891 27.831
4796 2.453 0.382 31.322
3727 5.042 1.626 15.362
5536 3.115 1.086 46.352
5730 4.949 2.502 17.596
3532 3.019 0.042 41.712
4993 4.486 1.987 5.139
6802 2.546 1.495 56.756
6234 4.01 0.536 47.019
4034 2.834 2.949 9.26
3494 4.672 0.958 34.55
5303 3.484 1.589 24.291
5097 4.205 0.751 12.638
3171 2.264 1.759 43.628
4366 5.23 0.703 27.681
6431 3.301 2.743 31.173
6594 4.765 2.159 38.227
4668 3.578 1.291 21.094
3864 3.917 2.299 53.258
5931 2.74 0.213 8.623
5903 4.271 2.431 44.088
3829 2.386 0.297 13.097
4633 5.121 2.103 30.773
6566 3.223 1.189 27.282
6404 4.829 0.648 21.547
4330 3.702 2.64 38.68
3135 3.803 0.882 8.218
5070 2.666 1.844 52.852
5267 5.026 1.066 42.164
3467 3.13 1.651 18.049
4007 4.365 0.457 56.35
6198 2.479 2.823 4.733
6767 4.085 1.907 9.721
4966 2.946 1.369 47.478
3504 4.547 2.611 23.891
5695 3.421 0.104 34.151
5500 4.646 1.523 6.138
3701 3.511 1.03 50.773
4770 3.996 2.976 20.324
6961 2.848 0.515 37.456
6002 4.454 1.427 31.729
4201 2.577 2.061 28.236
3272 4.928 0.067 45.899
5464 3.041 2.482 14.909
5138 3.901 0.24 24.846
3065 2.755 2.279 35.105
4402 4.74 1.224 11.532
6335 3.604 2.231 49.29
6638 5.21 2.769 54.27
4563 3.321 0.684 2.654
3898 4.172 1.691 40.941
5832 2.296 0.824 16.825
5794 5.096 0.408 14.72
3970 3.248 2.868 45.712
4555 4.246 1.112 28.909
6738 2.411 1.603 32.399
6295 3.781 2.565 36.839
4471 2.688 0.152 19.705
3057 4.807 1.956 51.013
5242 3.724 1.324 6.38
5408 4.34 2.148 16.207
3358 2.504 1.14 40.324
4179 5.001 2.383 2.896
6120 3.155 0.343 54.511
6907 4.525 0.93 49.102
4856 3.443 1.798 11.342
3676 4.063 0.603 35.776
5617 2.968 2.689 25.519
5672 3.971 1.27 52.609
3623 2.873 2.183 7.977
4910 4.621 0.191 39.299
6851 3.536 2.324 22.164
6174 4.906 1.739 26.611
4123 3.063 0.779 30.101
3413 4.432 2.723 13.284
5355 2.599 0.732 44.277
5060 4.715 2.928 33.479
3237 3.629 0.56 23.22
4292 3.876 1.568 47.667
6475 2.78 0.982 9.908
6560 4.15 0.022 4.492
4735 2.318 2.531 56.107
3789 5.188 1.475 18.666
5973 3.343 2.015 42.783
5982 5.183 2.863 6.507
3783 3.348 0.403 51.142
4745 4.158 1.597 19.82
6553 2.31 1.105 36.953
6482 3.87 0.146 32.487
4282 2.786 2.56 28.995
3242 4.719 1.318 45.812
5051 3.625 1.95 14.821
5344 4.438 1.146 25.618
3419 2.592 2.155 35.878
4113 4.903 0.349 11.431
6180 3.066 2.388 49.189
6846 4.626 1.804 54.627
4919 3.531 0.937 3.009
3616 3.962 2.695 40.45
5683 2.881 0.608 16.335
5611 4.058 2.189 44.189
3686 2.974 1.275 13.199
4851 4.533 2.33 30.002
6917 3.435 0.198 26.509
6111 4.995 0.785 22.037
4184 3.161 1.745 39.17
3348 4.344 0.738 7.862
5414 2.5 2.73 52.497
5247 4.814 0.554 42.668
3048 3.717 2.922 18.552
4477 3.778 0.976 55.981
6285 2.691 1.563 4.364
6748 4.251 2.525 9.808
4549 2.406 0.016 47.566
3979 5.087 2.01 23.132
5788 3.256 1.47 33.392
5842 4.183 0.304 52.737
3893 2.285 2.437 8.104
4574 5.208 1.194 38.553
6631 3.323 2.109 21.419
6341 4.741 2.647 27.182
4391 3.603 0.654 30.672
3070 3.892 1.849 13.01
5129 2.764 0.888 44.001
5454 4.927 1.646 34.062
3279 3.042 1.061 23.805
4192 4.464 2.817 47.379
6008 2.567 0.451 9.619
6955 3.985 1.363 4.606
4779 2.859 1.902 56.221
3694 4.648 0.098 17.934
5511 3.509 2.605 42.051
5689 4.558 1.024 15.008
3514 3.41 1.517 46.001
4960 4.083 0.509 28.325
6776 2.949 2.971 31.815
6189 4.366 2.055 37.572
4012 2.478 1.421 20.437
3457 5.016 2.477 50.899
5274 3.139 0.062 6.266
5075 3.802 2.284 16.953
3126 2.667 0.246 41.069
4336 4.839 2.237 2.768
6394 3.692 1.23 54.384
6576 5.11 0.689 49.377
4627 3.234 2.775 11.618
3839 4.273 0.831 35.206
5898 2.384 1.697 24.947
5925 3.923 0.909 41.529
3874 2.733 1.823 17.412
4662 4.762 0.581 53.984
6603 3.582 2.713 2.369
6422 5.235 2.129 12.071
4371 3.296 1.169 49.831
3161 4.197 2.363 24.542
5103 2.272 0.371 34.799
5308 4.667 2.533 46.454
3485 3.489 0.165 15.462
4040 4.018 1.923 31.409
6224 2.826 1.336 27.918
6812 4.479 0.377 20.897
4987 2.552 2.885 38.031
3541 4.953 1.08 5.867
5725 3.016 1.62 50.5
5545 5.048 0.036 24.204
3722 3.108 2.496 34.462
4807 4.387 1.49 9.159
6990 2.457 1.981 46.919
6043 4.11 2.943 56.628
4218 2.921 0.53 5.012
3305 4.572 1.584 41.598
5489 3.397 0.952 17.481
5156 4.292 1.765 8.511
3106 2.364 0.756 53.143
4427 5.143 2.749 20.965
6368 3.201 0.71 38.1
6659 4.854 1.297 31.071
4608 3.677 2.164 27.581
3927 3.828 0.219 43.542
5870 2.641 2.306 12.55
5753 4.693 1.878 19.013
3952 3.651 1.385 43.128
4522 3.855 2.581 3.964
6713 2.802 0.119 55.581
6250 4.126 1.032 48.019
4449 2.343 1.666 10.261
3020 5.163 0.422 32.986
5212 3.368 2.837 22.726
5386 3.949 0.63 13.651
3313 2.895 2.668 44.642
4149 4.598 0.864 26.104
6083 3.558 1.871 29.595
6890 4.881 2.409 39.63
4815 3.087 0.324 22.497
3650 4.407 2.08 52.096
5584 2.624 1.214 7.462
5655 4.318 2.797 36.277
3582 2.526 0.664 26.018
4885 4.98 1.72 48.729
6818 3.177 0.805 10.971
6153 4.501 0.264 3.416
4078 3.468 2.257 55.032
3384 4.038 1.249 15.882
5318 2.993 2.21 39.998
5015 5.074 1.444 51.548
3215 3.27 2.029 6.913
4255 4.223 0.085 36.5
6446 2.432 2.451 19.367
6519 3.756 1.535 29.395
4718 2.712 0.997 32.887
3755 4.782 2.989 14.362
5948 3.749 0.482 45.352
5957 4.465 1.575 11.197
3774 2.566 0.941 48.956
4689 4.941 2.933 25.369
6512 3.028 0.519 35.627
6460 4.658 1.482 40.634
4276 3.498 1.974 16.517
3189 4.006 0.028 54.819
5014 2.837 2.49 3.203
5338 5.221 0.233 20.015
3398 3.31 2.318 37.15
4076 4.185 1.31 6.688
6127 2.284 2.177 51.32
6836 3.914 2.765 45.566
4894 2.742 0.727 14.574
3575 4.751 1.78 32.249
5626 3.593 0.773 28.759
5570 4.84 2.354 55.8
3629 3.691 0.361 4.185
4841 3.816 2.119 42.473
6892 2.653 1.158 18.355
6073 4.283 0.573 23.37
4132 2.373 2.706 33.627
3342 5.131 0.901 10.054
5393 3.212 1.816 47.814
5194 4.096 1.094 30.251
3011 2.935 1.632 26.76
4455 4.56 0.391 44.423
6279 3.409 2.898 13.431
6691 5.039 1.938 7.669
4508 3.117 1.353 52.303
3954 4.376 2.548 21.853
5779 2.468 0.181 38.988
5847 4.919 1.266 47.141
3914 3.051 2.226 9.383
4611 4.443 0.281 33.817
6684 2.588 2.272 23.557
6351 3.982 1.732 18.114
4417 2.862 0.819 42.23
3111 4.633 2.81 4.802
5186 3.524 0.678 56.418
5479 4.163 2.982 38.745
3289 2.306 0.474 21.613
4248 5.199 1.529 52.921
6049 3.332 0.989 8.286
6977 4.726 0.074 12.76
4785 3.618 2.442 43.75
3747 3.889 1.433 26.947
5548 2.767 2.019 30.44
5742 3.794 0.439 2.584
3551 2.675 2.852 54.202
4981 4.818 1.048 16.76
6782 3.713 1.681 40.875
6245 5.107 2.593 35.44
4053 3.237 0.133 25.18
3482 4.258 1.89 49.627
5283 2.399 1.399 11.869
5116 4.537 2.074 28.571
3183 3.431 1.206 32.062
4346 4.074 2.402 15.246
6420 2.957 0.315 46.237
6613 4.351 0.853 50.703
4680 2.493 1.861 6.069
3844 5.014 0.619 37.391
5919 3.142 2.658 20.258
5884 4.611 0.745 31.603
3817 3.544 2.738 28.11
4653 3.951 0.791 46.636
6578 2.894 1.753 15.646
6385 4.43 2.341 5.616
4318 2.602 0.207 50.251
3155 4.891 2.2 20.664
5081 3.077 1.285 37.797
5255 3.856 1.993 53.748
3448 2.801 1.454 2.132
4019 4.706 2.508 41.282
6218 3.637 0.001 17.166
6755 5.173 0.964 24.72
4946 3.357 1.549 34.979
3516 4.147 0.541 12.268
5715 2.322 2.908 50.027
5520 4.236 1.324 21.213
3712 2.419 1.958 38.346
4750 5.076 0.153 8.746
6949 3.269 2.568 53.381
6022 4.805 1.608 43.345
4213 3.727 1.115 12.354
3253 3.766 2.874 30.892
5452 2.702 0.412 27.401
5150 4.981 2.678 8.977
3084 3.176 0.593 46.735
4390 4.331 1.787 24.01
6315 2.512 0.921 34.27
6650 4.048 0.337 41.83
4583 2.982 2.375 17.715
3886 4.522 1.134 56.879
5813 3.447 2.141 5.262
5806 4.022 2.463 26.301
3989 2.822 0.05 29.791
4543 4.683 2.041 13.83
6718 3.473 1.408 44.822
6307 4.96 0.493 51.849
4490 3.008 2.954 7.216
3046 4.498 1.009 39.394
5222 2.533 1.5 22.259
5427 4.778 0.84 3.731
3369 3.566 1.708 55.347
4159 3.928 0.699 18.762
6108 2.729 2.786 42.879
6927 4.217 2.246 33.168
4868 2.253 1.237 22.91
3656 5.242 2.292 48.212
5606 3.289 0.252 10.453
5661 5.147 1.836 36.75
3603 3.197 0.876 19.616
4922 4.308 2.633 51.781
6871 2.348 0.641 7.147
6162 3.835 1.179 14.168
4103 2.633 2.092 45.159
3425 4.873 0.288 29.212
5374 3.658 2.42 32.703
5041 4.403 0.107 48.55
3225 2.441 2.616 10.79
4312 5.053 1.373 36.08
6487 3.104 1.913 25.822
6540 4.591 2.825 16.118
4723 3.378 0.457 40.235
3808 4.117 1.653 3.663
5985 2.914 1.067 55.278
5988 4.587 1.75 49.91
3805 3.381 0.789 12.042
4720 4.124 2.734 34.861
6544 2.907 0.742 24.496
6492 4.395 1.283 17.444
4307 2.449 2.196 41.454
3221 5.057 0.204 2.411
5045 3.098 2.337 53.918
5370 3.844 0.009 38.076
3429 2.626 2.518 20.835
4108 4.868 1.462 50.528
6158 3.663 2.002 5.788
6867 5.151 2.918 15.527
4926 3.193 0.55 46.412
3606 4.302 1.558 27.994
5658 2.355 0.971 31.377
5601 4.212 2.575 5.084
3660 2.256 0.162 56.593
4872 5.249 1.966 17.537
6923 3.282 1.334 41.546
6105 4.77 0.421 34.501
4163 3.574 2.881 24.135
3373 3.932 1.125 46.967
5424 2.723 1.616 9.1
5225 4.968 0.917 27.633
3042 3.001 1.785 31.016
4486 4.493 0.589 12.585
6310 2.538 2.676 43.47
6723 4.026 2.138 53.202
4539 2.818 1.13 8.462
3985 4.677 2.373 38.169
5810 3.48 0.333 20.927
5816 4.052 1.417 10.203
3883 2.979 2.05 48.068
4579 4.516 0.057 22.657
6653 3.453 2.472 33.024
6320 4.989 1.51 43.075
4385 3.167 1.017 19.068
3080 4.326 2.963 55.546
5154 2.518 0.501 4.036
5448 4.796 2.782 22.458
3257 3.735 0.697 39.699
4217 3.772 1.704 7.414
6017 2.697 0.837 52.155
6945 4.233 0.25 44.57
4754 2.423 2.289 13.687
3715 5.082 1.234 29.54
5517 3.262 2.241 26.155
5711 5.177 0.638 54.967
3520 3.354 2.63 3.458
4950 4.141 0.872 39.922
6751 2.328 1.834 15.914
6214 3.864 2.418 25.972
4022 2.792 0.284 36.339
3451 4.701 2.09 10.942
5252 3.643 1.175 48.808
5085 4.421 1.921 32.855
3152 2.61 1.382 29.47
4314 4.897 2.624 45.31
6389 3.072 0.117 14.427
6582 4.608 1.076 6.834
4648 3.548 1.661 51.577
3813 3.957 0.467 19.305
5888 2.887 2.833 36.545
5915 4.359 0.523 29.064
3849 2.485 2.936 32.449
4684 5.009 0.944 14.88
6609 3.148 1.576 45.763
6416 4.542 2.492 51.177
4349 3.428 0.032 6.435
3186 4.067 1.976 37.005
5112 2.964 1.485 19.764
5287 5.103 2.169 3.057
3479 3.241 1.301 54.567
4050 4.264 2.309 16.374
6249 2.391 0.223 40.382
6786 3.786 0.764 35.933
4977 2.683 1.772 25.566
3547 4.823 0.716 49.261
5746 3.708 2.756 11.396
5552 4.734 1.149 39.245
3743 3.61 2.11 22.006
4782 3.884 0.353 52.562
6980 2.773 2.344 7.819
6053 4.167 1.806 13.227
4244 2.302 0.893 44.11
3284 5.192 2.697 26.555
5484 3.339 0.565 29.94
5181 3.978 2.901 47.608
3115 2.866 0.393 9.742
4421 4.639 1.636 33.424
6347 3.516 1.096 23.057
6681 4.91 0.183 18.615
4614 3.058 2.551 42.623
3918 4.448 1.355 4.443
5844 2.583 1.942 55.952
5774 5.031 2.264 30.61
3958 3.126 0.272 27.227
4512 4.381 2.217 43.922
6687 2.463 1.256 13.038
6276 4.092 0.668 8.062
4459 2.939 2.802 52.803
3015 4.566 0.809 21.387
5191 3.403 1.723 38.628
5396 4.286 0.993 56.193
3338 2.37 1.531 4.685
4128 5.125 0.477 42.006
6077 3.219 2.984 17.996
6896 4.849 2.022 23.729
4837 3.683 1.437 34.094
3625 3.81 2.443 9.553
5575 2.658 0.077 47.421
5630 3.906 1.684 20.381
3571 2.751 1.051 37.624
4891 4.756 2.856 6.194
6839 3.588 0.441 50.934
6131 5.217 1.4 45.952
4072 3.314 1.894 15.067
3393 4.191 0.135 31.776
5343 2.278 2.597 28.394
5009 4.661 0.307 11.583
3194 3.495 2.392 49.45
4280 4.0 1.198 24.895
6456 2.844 2.065 35.261
6509 4.474 2.649 41.0
4692 2.558 0.61 16.991
3777 4.935 1.852 54.325
5953 3.033 0.845 2.817
5951 3.753 2.711 50.296
3752 2.716 0.578 5.553
4714 4.789 1.82 37.826
6522 3.742 0.906 20.586
6451 5.066 0.368 28.176
4251 3.278 2.361 31.561
3211 4.229 1.165 15.721
5020 2.428 2.126 46.604
5313 4.508 1.346 35.059
3388 3.46 1.931 24.692
4082 4.033 0.174 50.089
6148 2.998 2.54 12.223
6815 4.322 1.628 2.163
4888 2.522 1.09 53.673
3585 4.972 2.893 17.208
5652 3.183 0.386 41.216
5580 4.878 1.99 12.406
3654 3.091 1.497 43.289
4820 4.414 2.506 27.436
6885 2.617 0.045 30.821
6079 3.941 0.96 38.405
4153 2.903 1.593 21.164
3316 4.604 0.538 53.449
5383 3.553 2.953 8.708
5215 4.133 0.707 17.788
3017 2.335 2.745 41.795
4446 5.158 0.754 5.317
6254 3.373 1.761 56.827
6717 4.697 2.301 46.773
4517 3.647 0.216 8.908
3948 3.847 2.161 34.319
5757 2.808 1.295 23.951
5873 4.858 0.129 7.178
3924 3.673 2.589 51.918
4605 3.822 1.394 22.21
6663 2.647 1.886 39.453
6372 4.301 2.845 29.718
4422 2.356 0.432 26.336
3102 5.137 1.673 44.767
5160 3.206 1.041 13.882
5485 4.102 1.869 22.851
3310 2.93 0.86 33.217
4223 4.577 2.666 10.385
6039 3.391 0.626 48.251
6986 5.045 1.21 55.295
4810 3.111 2.079 3.787
3725 4.393 0.32 42.843
5542 2.451 2.406 18.834
5721 4.483 0.802 45.128
3545 2.548 1.715 14.243
4992 4.947 0.662 32.661
6807 3.022 2.794 29.278
6220 4.676 2.206 19.537
4044 3.481 1.246 36.779
3488 4.012 2.253 7.085
5305 2.831 0.262 51.826
5106 5.227 2.46 40.17
3158 3.305 0.093 16.16
4367 4.202 2.039 55.203
6426 2.266 1.452 3.695
6608 3.92 0.489 10.745
4658 2.736 2.998 48.613
3870 4.768 1.005 25.794
5929 3.576 1.545 36.159
5893 5.118 1.108 16.566
3843 3.226 1.601 40.576
4631 4.267 0.405 3.241
6572 2.388 2.866 54.75
6391 3.806 1.954 49.012
4340 2.662 1.32 11.145
3130 4.832 2.563 35.699
5071 3.699 0.148 25.333
5277 4.362 2.379 14.642
3453 2.482 0.341 45.527
4009 5.024 2.145 28.819
6192 3.133 1.138 32.201
6780 4.55 0.601 37.186
4956 3.419 2.686 19.943
3509 4.088 0.928 51.372
5694 2.943 1.795 6.632
5514 3.993 0.188 33.67
3691 2.851 2.321 23.305
4776 4.642 1.266 47.845
6959 3.514 2.181 9.978
6012 4.931 2.721 4.247
4187 3.037 0.728 55.755
3274 4.457 1.737 18.434
5458 2.574 0.775 42.444
5125 4.737 1.565 52.378
3075 3.607 0.979 7.637
4396 3.899 2.924 39.053
6337 2.758 0.558 21.812
6628 4.175 1.473 26.789
4577 2.294 2.011 30.172
3896 5.213 0.02 13.476
5838 3.318 2.527 44.36
5784 4.242 2.1 42.202
3984 2.414 1.186 18.193
4553 5.093 2.428 56.373
6744 3.251 0.295 4.864
6282 4.811 0.88 9.308
4480 3.721 1.84 47.173
3052 3.784 0.645 23.492
5243 2.685 2.637 33.858
5418 4.999 0.453 43.688
3344 3.158 2.821 12.806
4181 4.337 1.062 30.361
6114 2.507 1.649 26.976
6921 4.066 2.609 21.571
4847 2.965 0.1 38.81
3681 4.528 1.905 8.254
5616 3.441 1.365 52.997
5686 4.617 2.972 25.145
3613 3.539 0.512 35.512
4916 3.968 1.52 11.817
6849 2.876 1.028 49.682
6184 4.435 0.065 54.133
4109 2.596 2.479 2.623
3415 4.909 1.425 40.816
5349 3.06 2.057 16.809
5046 3.874 1.22 6.014
3247 2.783 2.229 50.756
4286 4.712 0.236 20.185
6477 3.631 2.276 37.426
6550 5.191 1.689 32.014
4749 3.34 0.82 28.629
3787 4.153 2.767 46.198
5979 2.316 0.68 15.315
5968 4.155 1.192 33.972
3793 2.314 2.105 23.606
4739 5.18 0.302 47.301
6555 3.351 2.433 9.434
6472 4.721 1.846 4.965
4296 3.622 0.886 56.473
3240 3.873 2.643 18.28
5057 2.784 0.652 42.289
5358 4.899 2.815 53.083
3409 3.069 0.447 8.343
4120 4.436 1.643 38.913
6177 2.595 1.057 21.67
6856 3.966 0.094 27.105
4906 2.878 2.602 30.487
3618 4.628 1.36 12.919
5677 3.528 1.9 43.804
5621 4.53 0.507 16.707
3672 3.439 2.967 40.717
4853 4.055 1.022 2.537
6911 2.976 1.513 54.044
6124 4.347 2.473 49.569
4175 2.497 0.06 11.702
3353 4.998 2.051 35.383
5412 3.159 1.419 25.018
5237 3.774 2.235 15.187
3062 2.694 1.227 46.071
4475 4.811 2.282 28.516
6291 3.72 0.242 31.899
6735 5.091 0.827 37.34
4558 3.253 1.695 20.098
3974 4.253 0.686 50.654
5790 2.403 2.772 5.913
5828 5.205 1.595 25.205
3903 3.326 1.102 35.572
4568 4.181 2.861 11.031
6634 2.289 0.399 48.897
6331 3.895 1.314 54.663
4405 2.762 1.948 3.154
3068 4.743 0.143 40.474
5135 3.6 2.557 16.466
5468 4.461 0.347 6.53
3269 2.571 2.385 51.273
4198 4.924 1.144 19.857
6005 3.044 2.151 37.097
6965 4.65 2.691 32.088
4765 3.505 0.606 28.703
3696 3.988 1.801 45.399
5505 2.856 0.934 14.516
5699 4.08 2.327 42.53
3500 2.951 0.194 18.522
4962 4.556 2.186 55.857
6770 3.413 1.271 4.347
6202 5.02 0.734 10.107
4003 3.137 2.728 47.972
3463 4.368 0.781 23.417
5272 2.475 1.743 33.785
5065 4.836 0.974 44.474
3140 3.696 1.559 13.591
4334 3.799 0.552 30.3
6400 2.669 2.918 26.916
6563 4.275 2.006 21.913
4636 2.381 1.468 39.153
3833 5.113 2.521 7.724
5899 3.231 0.014 52.466
5934 4.759 2.583 13.997
3861 3.585 0.122 44.88
4664 3.92 1.88 26.462
6598 2.736 1.389 29.847
6436 4.2 0.426 39.553
4361 2.268 2.839 22.313
3167 5.238 1.035 52.006
