# Teff logg B vsini
3459 4.155 2.758 27.849
3575 3.504 1.539 20.365
3227 3.988 1.416 53.913
3027 2.823 2.304 9.286
3371 4.669 0.739 30.616
3321 3.008 2.45 52.936
3066 4.477 0.498 17.857
3280 2.561 1.767 34.983
3530 4.924 1.28 15.184
3494 2.77 0.062 5.536
3165 4.722 2.986 40.819
3107 3.639 0.78 23.676
3431 3.854 2.168 43.303
3420 3.736 0.445 11.838
3090 3.755 2.607 31.449
3181 2.682 1.151 21.197
3506 4.808 1.802 56.464
3546 2.464 2.832 46.831
3292 5.022 0.12 27.017
3055 3.095 2.138 37.284
3304 4.391 0.914 2.188
3349 2.911 1.921 24.509
3001 4.58 1.036 45.855
3252 3.402 2.674 8.087
3596 4.089 0.371 41.651
3485 3.242 1.402 34.151
3212 4.245 1.642 12.634
3116 2.423 0.567 50.385
3385 5.063 2.389 17.024
3392 2.847 0.686 46.68
3119 4.644 2.262 25.027
3210 3.478 1.468 42.262
3479 4.013 1.579 8.819
3593 3.353 2.798 12.869
3245 4.133 0.25 34.291
3009 2.3 1.981 17.045
3352 5.187 0.967 50.74
3302 3.612 2.21 31.857
3048 3.878 0.833 11.913
3299 2.794 2.945 56.658
3548 4.697 0.01 21.486
3513 2.54 1.229 27.696
3184 4.946 1.727 47.388
3088 3.031 0.552 2.652
3412 4.455 2.491 38.055
3438 3.119 0.848 17.932
3109 4.366 2.108 53.345
3163 2.438 0.183 15.474
3487 5.047 2.861 35.177
3527 2.706 1.83 41.376
3273 4.787 1.215 6.215
3074 3.715 2.577 44.074
3323 3.777 0.38 24.14
3368 2.397 2.42 5.258
3020 5.088 0.632 38.942
3233 3.265 1.614 28.581
3577 4.219 1.338 49.992
3467 3.381 0.307 54.053
3194 4.111 2.645 20.6
3135 2.934 1.102 30.971
3403 4.558 1.951 9.307
3400 3.55 2.966 22.961
3148 3.942 0.078 44.388
3197 2.869 2.189 6.512
3454 4.623 0.766 40.212
3564 2.274 0.484 35.718
3237 5.211 2.471 14.067
3033 3.283 1.296 51.925
3365 4.201 1.747 18.485
3329 2.723 1.442 9.868
3058 4.769 1.506 29.558
3267 3.591 0.713 19.2
3543 3.901 2.335 54.601
3502 3.055 2.054 48.836
3157 4.43 0.993 28.886
3094 2.608 2.725 39.261
3444 4.877 0.223 4.085
3428 2.51 1.687 51.039
3082 4.976 1.365 15.88
3168 3.141 2.346 33.113
3519 4.345 0.606 13.181
3554 3.689 1.074 7.398
3284 3.801 1.878 42.817
3042 2.636 0.333 25.566
3317 4.855 2.718 45.274
3339 3.194 0.116 36.657
3012 4.292 2.841 3.199
3258 2.376 0.916 47.949
3590 5.111 2.129 26.281
3475 2.958 2.598 21.805
3223 4.533 0.447 55.487
3122 3.449 1.81 10.754
3379 4.042 1.147 32.163
